nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
URUGUAI;2025-05-13;882.416;25.5062;778.92;22.5147
AMAZONAS;2025-05-14;20196.9;95.0926;14649.033;68.9717
ARAGUARI;2025-05-14;810.178;84.655;304.175;31.7831
CAPIVARI;2025-05-14;111.453;103.1768;111.453;103.1768
DOCE;2025-05-14;409.795;61.5015;408.057;61.2407
GRANDE;2025-05-14;2507.928;62.6953;2424.117;60.6001
IGUACU;2025-05-14;1364.841;35.7459;1322.734;34.6431
ITABAPOANA;2025-05-14;52.349;119.1163;52.349;119.1163
ITAJAI;2025-05-14;31.701;19.5327;31.701;19.5327
JACUI;2025-05-14;254.639;31.7873;195.493;24.404
JEQUITINHONHA;2025-05-14;95.906;40.8758;71.596;30.5147
MUCURI;2025-05-14;15.971;51.4936;15.971;51.4936
PARAGUACU;2025-05-14;69.994;97.1184;69.994;97.1184
PARAGUAI;2025-05-14;417.972;95.1381;386.254;87.9185
PARAIBA DO SUL;2025-05-14;809.62;75.9605;807.471;75.7588
PARANA;2025-05-14;10430.199;76.4588;10428.356;76.4453
PARANAIBA;2025-05-14;3147.368;69.7477;3134.59;69.4646
PARANAPANEMA;2025-05-14;867.556;56.2894;862.65;55.9711
PARNAIBA;2025-05-14;124.248;76.3607;124.248;76.3607
SANTA MARIA VIT;2025-05-14;17.223;81.502;17.223;81.502
SAO FRANCISCO;2025-05-14;3516.03;51.7401;3516.03;51.7401
TIETE;2025-05-14;610.302;66.8267;610.302;66.8267
TOCANTINS;2025-05-14;7123.137;64.419;2817.742;25.4826
URUGUAI;2025-05-14;765.191;22.1178;616.338;17.8152
AMAZONAS;2025-05-15;20018.267;94.2516;15575.429;73.3335
ARAGUARI;2025-05-15;819.816;85.6621;393.056;41.0702
CAPIVARI;2025-05-15;115.392;106.8233;115.392;106.8233
DOCE;2025-05-15;390.432;58.5956;387.925;58.2193
GRANDE;2025-05-15;2479.365;61.9813;2387.558;59.6862
IGUACU;2025-05-15;1300.748;34.0672;1300.748;34.0672
ITABAPOANA;2025-05-15;50.134;114.0762;50.134;114.0762
ITAJAI;2025-05-15;32.9;20.2715;32.9;20.2715
JACUI;2025-05-15;230.051;28.7179;172.247;21.5021
JEQUITINHONHA;2025-05-15;89.895;38.3139;66.3;28.2575
MUCURI;2025-05-15;15.054;48.537;15.054;48.537
PARAGUACU;2025-05-15;71.597;99.3426;71.597;99.3426
PARAGUAI;2025-05-15;410.132;93.3536;376.736;85.7521
PARAIBA DO SUL;2025-05-15;776.96;72.8962;775.527;72.7618
PARANA;2025-05-15;10159.518;74.4746;10157.675;74.4611
PARANAIBA;2025-05-15;3062.05;67.857;3025.951;67.0571
PARANAPANEMA;2025-05-15;872.482;56.609;859.806;55.7865
PARNAIBA;2025-05-15;122.325;75.1788;122.325;75.1788
SANTA MARIA VIT;2025-05-15;17.328;81.9989;17.328;81.9989
SAO FRANCISCO;2025-05-15;3442.623;50.6598;3442.623;50.6598
TIETE;2025-05-15;608.616;66.6421;608.616;66.6421
TOCANTINS;2025-05-15;6819.041;61.6689;2892.041;26.1545
URUGUAI;2025-05-15;714.079;20.6404;571.322;16.514
AMAZONAS;2025-05-16;19755.644;93.0151;14999.891;70.6237
ARAGUARI;2025-05-16;824.457;86.147;392.802;41.0436
CAPIVARI;2025-05-16;101.54;93.9999;101.54;93.9999
DOCE;2025-05-16;380.373;57.0859;377.627;56.6738
GRANDE;2025-05-16;2438.132;60.9505;2317.716;57.9402
IGUACU;2025-05-16;1197.771;31.3702;1197.771;31.3702
ITABAPOANA;2025-05-16;54.36;123.6922;54.36;123.6922
ITAJAI;2025-05-16;34.77;21.4237;34.77;21.4237
JACUI;2025-05-16;190.665;23.8013;135.137;16.8695
JEQUITINHONHA;2025-05-16;95.25;40.5962;70.94;30.2351
MUCURI;2025-05-16;14.514;46.796;14.514;46.796
PARAGUACU;2025-05-16;75.674;104.9995;75.674;104.9995
PARAGUAI;2025-05-16;403.201;91.776;367.357;83.6172
PARAIBA DO SUL;2025-05-16;737.702;69.2129;736.27;69.0786
PARANA;2025-05-16;9919.347;72.714;9917.505;72.7005
PARANAIBA;2025-05-16;2991.312;66.2894;2979.813;66.0346
PARANAPANEMA;2025-05-16;843.552;54.7319;841.532;54.6009
PARNAIBA;2025-05-16;120.006;73.7536;120.006;73.7536
SANTA MARIA VIT;2025-05-16;16.673;78.8993;16.673;78.8993
SAO FRANCISCO;2025-05-16;3313.581;48.7609;3313.581;48.7609
TIETE;2025-05-16;609.515;66.7406;609.515;66.7406
TOCANTINS;2025-05-16;6569.39;59.4111;3762.059;34.0227
URUGUAI;2025-05-16;713.783;20.6319;538.631;15.5691
AMAZONAS;2025-05-17;19460.37;91.6249;14946.349;70.3716
ARAGUARI;2025-05-17;825.257;86.2306;288.234;30.1174
CAPIVARI;2025-05-17;85.083;78.7649;85.083;78.7649
DOCE;2025-05-17;369.332;55.4289;350.481;52.5998
GRANDE;2025-05-17;2390.183;59.7518;2323.385;58.082
IGUACU;2025-05-17;1124.128;29.4415;1048.022;27.4482
ITABAPOANA;2025-05-17;53.363;121.4236;53.363;121.4236
ITAJAI;2025-05-17;35.511;21.8802;35.511;21.8802
JACUI;2025-05-17;184.205;22.9948;129.258;16.1356
JEQUITINHONHA;2025-05-17;92.934;39.6091;71.484;30.467
MUCURI;2025-05-17;14.753;47.5665;14.753;47.5665
PARAGUACU;2025-05-17;73.01;101.3032;73.01;101.3032
PARAGUAI;2025-05-17;400.755;91.2192;254.305;57.8845
PARAIBA DO SUL;2025-05-17;760.725;71.373;759.293;71.2387
PARANA;2025-05-17;9710.928;71.1862;9709.086;71.1727
PARANAIBA;2025-05-17;2908.727;64.4593;2883.742;63.9056
PARANAPANEMA;2025-05-17;802.024;52.0375;802.024;52.0375
PARNAIBA;2025-05-17;116.782;71.7722;116.782;71.7722
SANTA MARIA VIT;2025-05-17;15.405;72.8989;15.405;72.8989
SAO FRANCISCO;2025-05-17;3154.687;46.4227;3154.687;46.4227
TIETE;2025-05-17;601.337;65.8451;601.337;65.8451
TOCANTINS;2025-05-17;6365.161;57.5641;4269.99;38.6162
URUGUAI;2025-05-17;736.943;21.3013;595.717;17.2192
AMAZONAS;2025-05-18;18975.987;89.3443;14283.705;67.2517
ARAGUARI;2025-05-18;807.131;84.3366;286.827;29.9704
CAPIVARI;2025-05-18;80.444;74.4704;80.444;74.4704
DOCE;2025-05-18;363.929;54.618;339.319;50.9246
GRANDE;2025-05-18;2353.156;58.8262;2333.438;58.3333
IGUACU;2025-05-18;1053.697;27.5969;937.963;24.5657
ITABAPOANA;2025-05-18;46.179;105.0769;41.108;93.5382
ITAJAI;2025-05-18;35.3;21.7502;35.3;21.7502
JACUI;2025-05-18;202.78;25.3136;165.676;20.6818
JEQUITINHONHA;2025-05-18;90.178;38.4345;68.728;29.2924
MUCURI;2025-05-18;15.148;48.8401;15.148;48.8401
PARAGUACU;2025-05-18;65.433;90.7899;65.433;90.7899
PARAGUAI;2025-05-18;397.248;90.421;251.348;57.2114
PARAIBA DO SUL;2025-05-18;746.576;70.0455;745.144;69.9112
PARANA;2025-05-18;9506.477;69.6875;9504.635;69.674
PARANAIBA;2025-05-18;2852.136;63.2052;2840.637;62.9504
PARANAPANEMA;2025-05-18;769.331;49.9163;769.331;49.9163
PARNAIBA;2025-05-18;115.544;71.0114;115.544;71.0114
SANTA MARIA VIT;2025-05-18;14.306;67.6983;14.306;67.6983
SAO FRANCISCO;2025-05-18;2956.725;43.5096;2956.725;43.5096
TIETE;2025-05-18;580.382;63.5506;580.382;63.5506
TOCANTINS;2025-05-18;6166.682;55.7692;4228.211;38.2384
URUGUAI;2025-05-18;762.449;22.0386;560.599;16.2041
AMAZONAS;2025-05-19;18483.75;87.0267;15431.445;72.6556
ARAGUARI;2025-05-19;798.749;83.4608;420.851;43.9745
CAPIVARI;2025-05-19;86.925;80.4702;86.925;80.4702
DOCE;2025-05-19;361.052;54.1862;359.314;53.9254
GRANDE;2025-05-19;2319.85;57.9936;2311.601;57.7874
IGUACU;2025-05-19;1124.172;29.4426;1062.692;27.8324
ITABAPOANA;2025-05-19;41.057;93.4222;39.367;89.5767
ITAJAI;2025-05-19;35.758;22.0324;35.758;22.0324
JACUI;2025-05-19;198.792;24.8158;154.504;19.2872
JEQUITINHONHA;2025-05-19;87.687;37.3728;72.672;30.9733
MUCURI;2025-05-19;15.319;49.3914;15.319;49.3914
PARAGUACU;2025-05-19;58.482;81.1452;58.482;81.1452
PARAGUAI;2025-05-19;395.3;89.9776;331.468;75.4482
PARAIBA DO SUL;2025-05-19;734.583;68.9203;733.15;68.7859
PARANA;2025-05-19;9340.153;68.4682;9199.86;67.4398
PARANAIBA;2025-05-19;2798.128;62.0084;2786.628;61.7535
PARANAPANEMA;2025-05-19;745.597;48.3763;741.365;48.1018
PARNAIBA;2025-05-19;114.262;70.2235;114.262;70.2235
SANTA MARIA VIT;2025-05-19;14.032;66.4017;14.032;66.4017
SAO FRANCISCO;2025-05-19;2769.602;40.756;2769.602;40.756
TIETE;2025-05-19;574.046;62.8568;569.356;62.3432
TOCANTINS;2025-05-19;6049.998;54.7139;4130.095;37.351
URUGUAI;2025-05-19;761.473;22.0103;611.712;17.6815
AMAZONAS;2025-05-20;18009.9;84.7956;15140.944;71.2878
ARAGUARI;2025-05-20;801.485;83.7467;559.084;58.4183
CAPIVARI;2025-05-20;108.403;100.3533;108.403;100.3533
DOCE;2025-05-20;354.369;53.1833;352.631;52.9224
GRANDE;2025-05-20;2282.803;57.0675;2282.803;57.0675
IGUACU;2025-05-20;1226.374;32.1193;1202.871;31.5038
ITABAPOANA;2025-05-20;38.505;87.6153;38.505;87.6153
ITAJAI;2025-05-20;39.798;24.5217;39.798;24.5217
JACUI;2025-05-20;195.615;24.4192;139.915;17.466
JEQUITINHONHA;2025-05-20;87.024;37.0902;87.024;37.0902
MUCURI;2025-05-20;15.422;49.7235;15.422;49.7235
PARAGUACU;2025-05-20;53.683;74.4865;53.683;74.4865
PARAGUAI;2025-05-20;394.08;89.6999;363.131;82.6553
PARAIBA DO SUL;2025-05-20;755.749;70.9062;735.918;69.0456
PARANA;2025-05-20;9210.489;67.5177;8999.19;65.9688
PARANAIBA;2025-05-20;2759.066;61.1427;2748.843;60.9162
PARANAPANEMA;2025-05-20;741.959;48.1403;738.399;47.9093
PARNAIBA;2025-05-20;112.464;69.1184;112.464;69.1184
SANTA MARIA VIT;2025-05-20;13.588;64.3006;13.588;64.3006
SAO FRANCISCO;2025-05-20;2614.471;38.4732;2614.471;38.4732
TIETE;2025-05-20;565.503;61.9214;559.679;61.2836
TOCANTINS;2025-05-20;5946.212;53.7753;4463.81;40.369
URUGUAI;2025-05-20;738.904;21.358;604.792;17.4815
AMAZONAS;2025-05-21;17569.349;82.7214;14836.648;69.8551
ARAGUARI;2025-05-21;817.475;85.4174;284.965;29.7758
CAPIVARI;2025-05-21;131.723;121.9416;131.723;121.9416
DOCE;2025-05-21;344.412;51.6889;342.674;51.4281
GRANDE;2025-05-21;2245.376;56.1318;2245.376;56.1318
IGUACU;2025-05-21;1436.036;37.6105;1398.543;36.6285
ITABAPOANA;2025-05-21;36.73;83.5764;36.73;83.5764
ITAJAI;2025-05-21;45.461;28.011;45.461;28.011
JACUI;2025-05-21;185.73;23.1852;131.612;16.4295
JEQUITINHONHA;2025-05-21;82.519;35.1702;70.364;29.9896
MUCURI;2025-05-21;16.366;52.7672;16.366;52.7672
PARAGUACU;2025-05-21;50.905;70.6319;50.905;70.6319
PARAGUAI;2025-05-21;393.564;89.5824;362.615;82.5379
PARAIBA DO SUL;2025-05-21;721.337;67.6775;684.623;64.2329
PARANA;2025-05-21;9113.133;66.8041;8906.63;65.2903
PARANAIBA;2025-05-21;2733.886;60.5847;2723.522;60.355
PARANAPANEMA;2025-05-21;749.848;48.6522;737.224;47.8331
PARNAIBA;2025-05-21;111.624;68.6022;111.624;68.6022
SANTA MARIA VIT;2025-05-21;13.355;63.198;13.355;63.198
SAO FRANCISCO;2025-05-21;2526.197;37.1742;2526.197;37.1742
TIETE;2025-05-21;568.639;62.2647;563.206;61.6698
TOCANTINS;2025-05-21;5868.137;53.0692;5148.597;46.562
URUGUAI;2025-05-21;728.739;21.0642;600.059;17.3447
AMAZONAS;2025-05-22;17171.269;80.8471;14775.606;69.5677
ARAGUARI;2025-05-22;827.107;86.4239;311.289;32.5264
CAPIVARI;2025-05-22;224.176;207.5292;224.176;207.5292
DOCE;2025-05-22;333.71;50.0828;329.982;49.5233
GRANDE;2025-05-22;2216.283;55.4045;2207.055;55.1738
IGUACU;2025-05-22;1659.687;43.468;1624.976;42.5589
ITABAPOANA;2025-05-22;35.293;80.3066;35.293;80.3066
ITAJAI;2025-05-22;84.13;51.837;82.366;50.7501
JACUI;2025-05-22;200.793;25.0656;167.647;20.9279
JEQUITINHONHA;2025-05-22;84.995;36.2255;64.975;27.6928
MUCURI;2025-05-22;17.252;55.6238;17.252;55.6238
PARAGUACU;2025-05-22;53.38;74.0661;53.38;74.0661
PARAGUAI;2025-05-22;389.56;88.671;358.612;81.6267
PARAIBA DO SUL;2025-05-22;699.158;65.5967;660.93;62.01
PARANA;2025-05-22;8998.062;65.9605;8792.46;64.4534
PARANAIBA;2025-05-22;2711.332;60.0849;2700.762;59.8507
PARANAPANEMA;2025-05-22;752.214;48.8057;748.655;48.5748
PARNAIBA;2025-05-22;109.713;67.4277;109.713;67.4277
SANTA MARIA VIT;2025-05-22;13.482;63.799;13.482;63.799
SAO FRANCISCO;2025-05-22;2487.863;36.6101;2487.863;36.6101
TIETE;2025-05-22;578.616;63.3572;576.213;63.0941
TOCANTINS;2025-05-22;5736.262;51.8766;5498.285;49.7244
URUGUAI;2025-05-22;757.619;21.8989;630.131;18.2139
AMAZONAS;2025-05-23;16736.409;78.7997;14697.694;69.2009
ARAGUARI;2025-05-23;824.768;86.1795;373.568;39.0339
CAPIVARI;2025-05-23;191.134;176.9409;191.134;176.9409
DOCE;2025-05-23;333.452;50.0441;331.714;49.7832
GRANDE;2025-05-23;2197.234;54.9283;2197.234;54.9283
IGUACU;2025-05-23;1964.453;51.45;1912.139;50.0799
ITABAPOANA;2025-05-23;34.584;78.6934;34.584;78.6934
ITAJAI;2025-05-23;100.077;61.6628;87.729;54.0545
JACUI;2025-05-23;220.692;27.5496;188.166;23.4893
JEQUITINHONHA;2025-05-23;79.651;33.9478;74.646;31.8146
MUCURI;2025-05-23;17.27;55.6818;17.27;55.6818
PARAGUACU;2025-05-23;66.172;91.8153;66.172;91.8153
PARAGUAI;2025-05-23;385.654;87.782;354.705;80.7374
PARAIBA DO SUL;2025-05-23;695.594;65.2623;669.631;62.8264
PARANA;2025-05-23;8894.381;65.2005;8688.778;63.6933
PARANAIBA;2025-05-23;2701.214;59.8607;2687.867;59.5649
PARANAPANEMA;2025-05-23;763.441;49.5341;753.781;48.9073
PARNAIBA;2025-05-23;108.956;66.9625;108.956;66.9625
SANTA MARIA VIT;2025-05-23;14.602;69.099;14.602;69.099
SAO FRANCISCO;2025-05-23;2435.352;35.8374;2435.352;35.8374
TIETE;2025-05-23;592.324;64.8582;592.324;64.8582
TOCANTINS;2025-05-23;5579.589;50.4597;5444.753;49.2403
URUGUAI;2025-05-23;829.296;23.9708;693.739;20.0525
AMAZONAS;2025-05-24;16316.925;76.8246;13744.236;64.7117
ARAGUARI;2025-05-24;857.741;89.6248;413.643;43.2213
CAPIVARI;2025-05-24;102.557;94.9414;102.557;94.9414
DOCE;2025-05-24;328.631;49.3205;326.892;49.0596
GRANDE;2025-05-24;2183.369;54.5817;2183.369;54.5817
IGUACU;2025-05-24;2034.168;53.2759;1920.822;50.3073
ITABAPOANA;2025-05-24;34.262;77.9607;34.262;77.9607
ITAJAI;2025-05-24;87.57;53.9566;85.806;52.8697
JACUI;2025-05-24;299.815;37.4268;242.642;30.2897
JEQUITINHONHA;2025-05-24;78.14;33.3038;53.115;22.638
MUCURI;2025-05-24;17.589;56.7104;17.589;56.7104
PARAGUACU;2025-05-24;65.556;90.9606;65.556;90.9606
PARAGUAI;2025-05-24;381.817;86.9086;350.869;79.8643
PARAIBA DO SUL;2025-05-24;713.906;66.9803;712.474;66.846
PARANA;2025-05-24;8818.171;64.6418;8612.568;63.1347
PARANAIBA;2025-05-24;2675.41;59.2888;2657.397;58.8897
PARANAPANEMA;2025-05-24;790.532;51.2918;790.532;51.2918
PARNAIBA;2025-05-24;107.678;66.177;107.678;66.177
SANTA MARIA VIT;2025-05-24;14.433;68.2993;14.433;68.2993
SAO FRANCISCO;2025-05-24;2382.719;35.0629;2382.719;35.0629
TIETE;2025-05-24;584.662;64.0192;584.662;64.0192
TOCANTINS;2025-05-24;5399.578;48.8318;5219.787;47.2058
URUGUAI;2025-05-24;879.297;25.416;686.911;19.8551
AMAZONAS;2025-05-25;15927.713;74.9921;12188.598;57.3873
ARAGUARI;2025-05-25;853.377;89.1688;358.514;37.4609
CAPIVARI;2025-05-25;102.112;94.5294;102.112;94.5294
DOCE;2025-05-25;325.933;48.9156;324.195;48.6548
GRANDE;2025-05-25;2175.08;54.3745;2175.08;54.3745
IGUACU;2025-05-25;2081.933;54.5269;1920.64;50.3025
ITABAPOANA;2025-05-25;37.001;84.1931;37.001;84.1931
ITAJAI;2025-05-25;75.892;46.7611;65.307;40.2391
JACUI;2025-05-25;503.819;62.8932;452.746;56.5176
JEQUITINHONHA;2025-05-25;77.201;32.9036;64.331;27.4183
MUCURI;2025-05-25;16.591;53.4926;16.591;53.4926
PARAGUACU;2025-05-25;60.786;84.3421;60.786;84.3421
PARAGUAI;2025-05-25;380.466;86.6011;349.518;79.5567
PARAIBA DO SUL;2025-05-25;751.683;70.5247;739.739;69.4041
PARANA;2025-05-25;8690.974;63.7094;8472.166;62.1054
PARANAIBA;2025-05-25;2655.377;58.8449;2641.92;58.5467
PARANAPANEMA;2025-05-25;803.853;52.1561;769.223;49.9093
PARNAIBA;2025-05-25;107.03;65.7788;107.03;65.7788
SANTA MARIA VIT;2025-05-25;14.623;69.1984;14.623;69.1984
SAO FRANCISCO;2025-05-25;2335.571;34.369;2335.571;34.369
TIETE;2025-05-25;572.028;62.6358;572.028;62.6358
TOCANTINS;2025-05-25;5245.476;47.4381;4225.837;38.2169
URUGUAI;2025-05-25;898.002;25.9567;691.498;19.9877
AMAZONAS;2025-05-26;15597.72;73.4384;12756.332;60.0604
ARAGUARI;2025-05-26;832.158;86.9517;383.058;40.0255
CAPIVARI;2025-05-26;97.537;90.2941;97.537;90.2941
DOCE;2025-05-26;322.836;48.4508;320.639;48.1211
GRANDE;2025-05-26;2170.85;54.2688;2170.85;54.2688
IGUACU;2025-05-26;2031.387;53.203;1988.102;52.0694
ITABAPOANA;2025-05-26;39.519;89.9226;39.519;89.9226
ITAJAI;2025-05-26;84.536;52.0872;84.536;52.0872
JACUI;2025-05-26;765.799;95.5969;723.733;90.3457
JEQUITINHONHA;2025-05-26;79.543;33.9018;55.233;23.5407
MUCURI;2025-05-26;14.896;48.0276;14.896;48.0276
PARAGUACU;2025-05-26;57.325;79.5398;57.325;79.5398
PARAGUAI;2025-05-26;382.702;87.11;351.754;80.0657
PARAIBA DO SUL;2025-05-26;785.679;73.7143;784.246;73.5798
PARANA;2025-05-26;8581.73;62.9086;8435.527;61.8369
PARANAIBA;2025-05-26;2655.902;58.8565;2642.208;58.5531
PARANAPANEMA;2025-05-26;810.069;52.5595;788.066;51.1318
PARNAIBA;2025-05-26;107.015;65.7696;107.015;65.7696
SANTA MARIA VIT;2025-05-26;14.011;66.3023;14.011;66.3023
SAO FRANCISCO;2025-05-26;2363.139;34.7747;2363.139;34.7747
TIETE;2025-05-26;567.546;62.1451;562.683;61.6126
TOCANTINS;2025-05-26;5290.195;47.8426;3498.792;31.6418
URUGUAI;2025-05-26;950.452;27.4728;762.826;22.0495
AMAZONAS;2025-05-27;15349.053;72.2676;12600.755;59.3279
ARAGUARI;2025-05-27;796.627;83.239;378.525;39.5518
CAPIVARI;2025-05-27;87.18;80.7062;87.18;80.7062
DOCE;2025-05-27;320.326;48.0741;318.587;47.8131
GRANDE;2025-05-27;2168.435;54.2084;2154.631;53.8633
IGUACU;2025-05-27;2074.81;54.3403;2023.025;52.984
ITABAPOANA;2025-05-27;37.254;84.7687;37.254;84.7687
ITAJAI;2025-05-27;81.59;50.272;81.59;50.272
JACUI;2025-05-27;1090.634;136.147;1011.198;126.2307
JEQUITINHONHA;2025-05-27;75.106;32.0107;51.511;21.9543
MUCURI;2025-05-27;13.602;43.8555;13.602;43.8555
PARAGUACU;2025-05-27;51.872;71.9737;51.872;71.9737
PARAGUAI;2025-05-27;394.652;89.8301;362.479;82.5069
PARAIBA DO SUL;2025-05-27;768.725;72.1236;767.292;71.9891
PARANA;2025-05-27;8496.756;62.2857;8494.913;62.2722
PARANAIBA;2025-05-27;2661.22;58.9744;2648.11;58.6839
PARANAPANEMA;2025-05-27;814.263;52.8316;810.09;52.5608
PARNAIBA;2025-05-27;105.044;64.5582;105.044;64.5582
SANTA MARIA VIT;2025-05-27;14.158;66.9979;14.158;66.9979
SAO FRANCISCO;2025-05-27;2373.154;34.9221;2373.154;34.9221
TIETE;2025-05-27;570.301;62.4467;565.438;61.9142
TOCANTINS;2025-05-27;5062.519;45.7835;3898.486;35.2565
URUGUAI;2025-05-27;1127.724;32.5968;783.129;22.6363
AMAZONAS;2025-05-28;15130.095;71.2367;11636.644;54.7886
ARAGUARI;2025-05-28;761.06;79.5227;354.45;37.0363
CAPIVARI;2025-05-28;74.662;69.1178;74.662;69.1178
DOCE;2025-05-28;321.771;48.291;320.033;48.0302
GRANDE;2025-05-28;2159.11;53.9753;2149.25;53.7288
IGUACU;2025-05-28;2086.688;54.6514;2020.278;52.9121
ITABAPOANA;2025-05-28;35.53;80.8459;35.53;80.8459
ITAJAI;2025-05-28;77.179;47.5541;77.179;47.5541
JACUI;2025-05-28;3176.004;396.4697;3039.947;379.4853
JEQUITINHONHA;2025-05-28;81.725;34.8318;58.13;24.7754
MUCURI;2025-05-28;11.772;37.9552;11.772;37.9552
PARAGUACU;2025-05-28;45.623;63.303;45.623;63.303
PARAGUAI;2025-05-28;406.276;92.4759;375.328;85.4316
PARAIBA DO SUL;2025-05-28;753.726;70.7164;752.294;70.582
PARANA;2025-05-28;8473.339;62.114;8471.497;62.1005
PARANAIBA;2025-05-28;2665.983;59.0799;2654.624;58.8282
PARANAPANEMA;2025-05-28;808.138;52.4342;804.29;52.1845
PARNAIBA;2025-05-28;103.996;63.9142;103.996;63.9142
SANTA MARIA VIT;2025-05-28;13.863;65.6019;13.863;65.6019
SAO FRANCISCO;2025-05-28;2334.13;34.3478;2334.13;34.3478
TIETE;2025-05-28;570.251;62.4412;570.251;62.4412
TOCANTINS;2025-05-28;5027.47;45.4666;4538.326;41.0429
URUGUAI;2025-05-28;1809.964;52.3169;1211.434;35.0165
AMAZONAS;2025-05-29;14909.244;70.1969;12533.334;59.0104
ARAGUARI;2025-05-29;756.099;79.0043;350.454;36.6187
CAPIVARI;2025-05-29;69.261;64.1179;69.261;64.1179
DOCE;2025-05-29;322.01;48.3269;319.335;47.9254
GRANDE;2025-05-29;2152.176;53.8019;2132.061;53.2991
IGUACU;2025-05-29;2274.951;59.5821;2183.005;57.174
ITABAPOANA;2025-05-29;34.279;77.9994;34.279;77.9994
ITAJAI;2025-05-29;87.57;53.9566;87.57;53.9566
JACUI;2025-05-29;2865.113;357.6603;2428.199;303.119
JEQUITINHONHA;2025-05-29;84.603;36.0584;59.578;25.3926
MUCURI;2025-05-29;12.937;41.7114;12.937;41.7114
PARAGUACU;2025-05-29;40.834;56.6582;40.834;56.6582
PARAGUAI;2025-05-29;421.506;95.9425;390.558;88.8982
PARAIBA DO SUL;2025-05-29;706.544;66.2896;705.111;66.1552
PARANA;2025-05-29;8507.882;62.3673;8506.039;62.3537
PARANAIBA;2025-05-29;2677.529;59.3358;2664.766;59.053
PARANAPANEMA;2025-05-29;798.423;51.8038;794.022;51.5183
PARNAIBA;2025-05-29;102.13;62.7673;102.13;62.7673
SANTA MARIA VIT;2025-05-29;14.729;69.7;14.729;69.7
SAO FRANCISCO;2025-05-29;2278.045;33.5225;2278.045;33.5225
TIETE;2025-05-29;569.147;62.3204;569.147;62.3204
TOCANTINS;2025-05-29;4940.34;44.6786;4908.464;44.3903
URUGUAI;2025-05-29;2163.064;62.5233;1420.443;41.0578
AMAZONAS;2025-05-30;14710.374;69.2606;12622.442;59.43
ARAGUARI;2025-05-30;767.884;80.2357;335.926;35.1007
CAPIVARI;2025-05-30;65.131;60.2945;65.131;60.2945
DOCE;2025-05-30;323.16;48.4995;321.422;48.2386
GRANDE;2025-05-30;2143.74;53.591;2129.542;53.2361
IGUACU;2025-05-30;2364.789;61.935;2251.674;58.9725
ITABAPOANA;2025-05-30;32.826;74.6932;32.826;74.6932
ITAJAI;2025-05-30;79.332;48.8807;79.332;48.8807
JACUI;2025-05-30;1999.617;249.6179;1761.465;219.8887
JEQUITINHONHA;2025-05-30;86.28;36.7731;61.97;26.412
MUCURI;2025-05-30;13.988;45.1;13.988;45.1
PARAGUACU;2025-05-30;37.619;52.1973;37.619;52.1973
PARAGUAI;2025-05-30;424.721;96.6743;391.326;89.073
PARAIBA DO SUL;2025-05-30;690.741;64.807;689.309;64.6726
PARANA;2025-05-30;8496.014;62.2803;8494.171;62.2667
PARANAIBA;2025-05-30;2674.1;59.2598;2632.592;58.34
PARANAPANEMA;2025-05-30;789.976;51.2558;787.09;51.0685
PARNAIBA;2025-05-30;101.097;62.1325;101.097;62.1325
SANTA MARIA VIT;2025-05-30;17.159;81.1991;17.159;81.1991
SAO FRANCISCO;2025-05-30;2280.85;33.5638;2280.85;33.5638
TIETE;2025-05-30;576.599;63.1363;576.599;63.1363
TOCANTINS;2025-05-30;4634.182;41.9098;4634.182;41.9098
URUGUAI;2025-05-30;2218.936;64.1383;1542.995;44.6002
AMAZONAS;2025-05-31;14558.097;68.5436;11938.913;56.2117
ARAGUARI;2025-05-31;760.799;79.4954;356.77;37.2787
CAPIVARI;2025-05-31;61.826;57.235;61.826;57.235
DOCE;2025-05-31;326.011;48.9273;324.272;48.6663
GRANDE;2025-05-31;2137.843;53.4436;2137.843;53.4436
IGUACU;2025-05-31;2329.468;61.0099;2205.071;57.7519
ITABAPOANA;2025-05-31;31.93;72.6544;31.93;72.6544
ITAJAI;2025-05-31;61.338;37.7936;61.338;37.7936
JACUI;2025-05-31;1435.518;179.1998;1349.347;168.4429
JEQUITINHONHA;2025-05-31;86.417;36.8315;64.252;27.3846
MUCURI;2025-05-31;14.218;45.8416;14.218;45.8416
PARAGUACU;2025-05-31;34.632;48.0527;34.632;48.0527
PARAGUAI;2025-05-31;417.942;95.1313;386.994;88.087
PARAIBA DO SUL;2025-05-31;728.569;68.3561;727.137;68.2217
PARANA;2025-05-31;8485.186;62.2009;8483.343;62.1874
PARANAIBA;2025-05-31;2661.844;58.9882;2633.327;58.3563
PARANAPANEMA;2025-05-31;780.578;50.646;780.578;50.646
PARNAIBA;2025-05-31;100.034;61.4792;100.034;61.4792
SANTA MARIA VIT;2025-05-31;18.364;86.9014;18.364;86.9014
SAO FRANCISCO;2025-05-31;2256.33;33.203;2256.33;33.203
TIETE;2025-05-31;577.153;63.197;577.153;63.197
TOCANTINS;2025-05-31;4545.905;41.1115;4545.905;41.1115
URUGUAI;2025-05-31;2183.14;63.1036;1572.674;45.4581
AMAZONAS;2025-06-01;14376.242;110.5661;10386.562;79.8819
ARAGUARI;2025-06-01;733.67;97.9132;307.976;41.1015
